20060101;000000;239.0000000;239.0000000;215.0000000;219.0200000;78796025
20060201;000000;219.5000000;230.1600000;215.0000000;218.7900000;152805259
20060301;000000;219.0000000;239.3700000;214.6000000;230.1500000;340823503
20060401;000000;230.9800000;325.4000000;230.1000000;310.2500000;876671192
20060501;000000;315.0000000;359.2700000;229.5400000;283.0000000;1861403977
20060601;000000;287.5600000;306.0000000;219.0000000;281.8300000;1409730758
20060701;000000;283.5000000;287.9700000;252.5400000;277.8800000;861231997
20060801;000000;278.5500000;319.4000000;274.6000000;313.4500000;1472862012
20060901;000000;313.6900000;314.3600000;261.5100000;288.0000000;1038721814
20061001;000000;290.2500000;303.4000000;275.5000000;282.1900000;1110817824
20061101;000000;283.6000000;311.0000000;281.9000000;305.5000000;889955771
20061201;000000;306.9000000;311.8000000;290.9400000;302.5600000;963525571
20070101;000000;298.0000000;298.0000000;276.4000000;285.0000000;651372357
20070201;000000;288.3200000;293.9800000;262.0100000;267.4200000;689019305
20070301;000000;266.2500000;277.4500000;239.8000000;270.9800000;1157482924
20070401;000000;270.9800000;276.4800000;249.5000000;257.4900000;630087758
20070501;000000;254.8800000;258.2900000;222.6500000;236.0000000;572781893
20070601;000000;236.9600000;270.4000000;233.6000000;267.7400000;922443873
20070701;000000;267.9400000;294.4000000;262.7000000;275.6000000;1249742323
20070801;000000;270.1600000;282.4800000;251.8200000;265.8000000;989470941
20070901;000000;266.1100000;277.1400000;260.0000000;274.2000000;837453801
20071001;000000;273.2500000;306.9900000;270.7700000;306.6800000;1061266958
20071101;000000;308.4500000;328.5000000;301.0000000;323.3900000;1430798583
20071201;000000;322.8900000;359.4000000;319.1200000;342.8800000;1390266444
20080101;000000;354.1000000;365.6400000;281.6000000;290.9500000;1512033876
20080201;000000;297.0000000;322.0000000;281.6000000;304.9500000;1506758061
20080301;000000;298.2500000;313.0900000;284.5000000;297.6100000;1170534247
20080401;000000;297.5000000;319.8700000;294.7500000;312.4900000;1018611138
20080501;000000;315.0900000;369.5000000;313.1100000;360.0900000;1232799023
20080601;000000;359.0000000;360.3500000;330.1000000;341.0000000;779386418
20080701;000000;339.0200000;340.4300000;262.2000000;277.8900000;1112650512
20080801;000000;276.0000000;279.6800000;220.5500000;242.3400000;1221803615
20080901;000000;239.0000000;248.4700000;150.0000000;198.0000000;1279400193
20081001;000000;202.0000000;203.9900000;84.0000000;133.5000000;1512354342
20081101;000000;137.1300000;160.0000000;88.8800000;118.3600000;1857728057
20081201;000000;117.2500000;118.8600000;101.6000000;107.6300000;1937215132
20090101;000000;115.0100000;118.2700000;99.5000000;114.7000000;1197814302
20090201;000000;113.0000000;130.9100000;107.1000000;116.5000000;1548264219
20090301;000000;113.1200000;141.5000000;108.7600000;126.4000000;1810247832
20090401;000000;126.0000000;152.4000000;124.6000000;147.8200000;1586699632
20090501;000000;151.0200000;186.2800000;151.0000000;178.1000000;1633132613
20090601;000000;182.8400000;195.8400000;143.0100000;155.7900000;1630558467
20090701;000000;157.4100000;169.2500000;130.5700000;162.5200000;2061439756
20090801;000000;164.5900000;174.9800000;147.7800000;163.1000000;1899460727
20090901;000000;164.5000000;186.3900000;154.6200000;175.0000000;2084212251
20091001;000000;176.8900000;204.9700000;167.0000000;175.9000000;2378518769
20091101;000000;174.3100000;189.5100000;158.7500000;166.4900000;1678965773
20091201;000000;167.5300000;186.0900000;161.2000000;183.0900000;1443099782
20100101;000000;192.5500000;196.9000000;177.1000000;186.4400000;804195386
20100201;000000;184.7500000;195.2700000;162.0100000;167.6100000;1354261225
20100301;000000;168.7000000;178.0900000;159.4900000;171.5000000;1419795862
20100401;000000;172.4600000;185.2200000;169.6700000;170.0000000;1524224501
20100501;000000;171.4400000;172.2000000;142.0900000;159.8400000;1336499867
20100601;000000;158.1900000;168.1900000;147.0300000;149.1000000;1138524871
20100701;000000;146.9800000;167.0000000;143.0400000;162.8500000;915650918
20100801;000000;163.9900000;170.6400000;154.7200000;159.1500000;916831396
20100901;000000;159.6000000;167.3900000;155.7100000;160.0000000;906820165
20101001;000000;160.0000000;171.4000000;159.4700000;168.8900000;1148029422
20101101;000000;169.9900000;177.4400000;165.6000000;174.2000000;999579748
20101201;000000;174.7000000;198.1500000;174.5500000;193.5000000;1397069769
20110101;000000;193.9200000;202.8500000;187.2600000;196.9800000;1047185648
20110201;000000;198.4300000;216.6500000;194.1200000;210.7100000;1685236706
20110301;000000;212.3700000;230.4400000;204.0000000;229.0900000;1736168610
20110401;000000;229.1000000;247.4700000;217.0000000;231.7800000;1539492480
20110501;000000;231.0200000;232.0000000;190.0500000;204.0200000;1515262890
20110601;000000;205.4200000;212.4900000;194.0700000;203.8700000;1423683130
20110701;000000;203.5600000;208.7800000;197.7900000;199.4400000;1011323340
20110801;000000;202.5100000;204.6700000;153.1100000;178.0800000;2019407180
20110901;000000;177.8900000;178.7900000;145.5000000;155.9000000;1532773160
20111001;000000;152.4400000;190.2400000;139.4000000;179.2000000;1702626450
20111101;000000;176.9000000;189.7200000;161.8400000;174.9000000;1693370960
20111201;000000;176.1100000;186.6900000;160.1000000;171.3600000;1510639020
20120101;000000;172.5300000;187.4300000;172.2200000;183.8000000;855896450
20120201;000000;183.0000000;196.0000000;182.6000000;194.0900000;842368320
20120301;000000;192.6500000;200.8000000;176.3300000;181.3000000;962579290
20120401;000000;182.2000000;185.8000000;163.3900000;169.2700000;1053396150
20120501;000000;170.4800000;171.8500000;136.5400000;147.0300000;1211652880
20120601;000000;147.0100000;159.1400000;144.4100000;153.7600000;784368590
