20010201;000000;1326.6100000;1326.6100000;1215.4400000;1239.9400000;0
20010301;000000;1237.3900000;1267.4200000;1085.8500000;1160.3300000;0
20010401;000000;1160.3300000;1253.7100000;1091.9900000;1253.0500000;0
20010501;000000;1267.4300000;1315.9300000;1232.0000000;1255.8200000;0
20010601;000000;1255.8200000;1286.6200000;1203.0300000;1224.0800000;0
20010701;000000;1224.0800000;1236.2100000;1165.6600000;1211.2300000;0
20010801;000000;1211.2300000;1226.2500000;1124.9000000;1133.5900000;0
20010901;000000;1134.1800000;1155.4000000;944.7900000;1040.9300000;0
20011001;000000;1040.9400000;1110.5600000;1026.8300000;1059.7700000;0
20011101;000000;1060.9800000;1163.3700000;1054.3100000;1139.4500000;0
20011201;000000;1139.1600000;1173.6200000;1104.6000000;1148.0800000;0
20020101;000000;1148.1700000;1176.9700000;1113.3000000;1117.3900000;0
20020201;000000;1094.4400000;1122.9800000;1074.7300000;1106.7300000;0
20020301;000000;1108.7400000;1173.9400000;1108.7400000;1147.3900000;0
20020401;000000;1147.3900000;1147.3900000;1063.6200000;1076.9000000;0
20020501;000000;1076.9200000;1106.5900000;1048.9600000;1067.7800000;0
20020601;000000;1067.1400000;1070.7400000;952.9200000;990.1500000;0
20020701;000000;989.8200000;994.4600000;775.6800000;910.5300000;0
20020801;000000;911.6200000;962.7000000;833.4400000;915.5900000;0
20020901;000000;914.1800000;924.0200000;800.2000000;814.2200000;0
20021001;000000;816.7800000;907.4900000;768.6300000;885.0900000;0
20021101;000000;885.7600000;941.8500000;872.0200000;936.3100000;0
20021201;000000;941.5500000;954.4000000;869.4200000;879.6700000;0
20030101;000000;882.3000000;935.1100000;840.3100000;856.4500000;0
20030201;000000;856.4800000;864.6600000;806.3100000;842.3100000;0
20030301;000000;843.8200000;895.9000000;788.9000000;856.7800000;0
20030401;000000;849.5200000;924.3000000;847.8100000;916.9200000;0
20030501;000000;915.7800000;965.3900000;902.8200000;963.5900000;0
20030601;000000;965.8800000;1015.3700000;964.4600000;974.5100000;0
20030701;000000;973.9900000;1014.9800000;945.3200000;990.3100000;0
20030801;000000;989.8800000;1011.0400000;960.8200000;1008.0100000;0
20030901;000000;1009.1400000;1040.1800000;990.3400000;995.9700000;0
20031001;000000;997.1500000;1053.7200000;997.1500000;1050.7100000;0
20031101;000000;1050.2600000;1063.6500000;1031.2400000;1058.2000000;0
20031201;000000;1061.8900000;1112.5200000;1053.5200000;1111.9100000;0
20040101;000000;1110.1300000;1155.3700000;1105.0200000;1131.1300000;0
20040201;000000;1132.0200000;1158.9900000;1124.4500000;1144.9400000;0
20040301;000000;1144.9400000;1163.0900000;1087.4800000;1125.6600000;0
20040401;000000;1126.2100000;1150.5700000;1107.2400000;1107.3000000;0
20040501;000000;1107.2900000;1125.0700000;1076.3900000;1120.6800000;0
20040601;000000;1120.4100000;1146.3300000;1113.4000000;1140.8400000;0
20040701;000000;1140.6800000;1140.8100000;1078.8500000;1101.7200000;0
20040801;000000;1101.7200000;1109.6600000;1060.7400000;1104.2400000;0
20040901;000000;1102.9200000;1131.5200000;1099.3100000;1114.5800000;0
20041001;000000;1117.0500000;1142.0500000;1090.2300000;1130.2000000;0
20041101;000000;1130.2000000;1188.3500000;1127.6300000;1173.8200000;0
20041201;000000;1173.7800000;1217.2500000;1173.7500000;1211.9200000;0
20050101;000000;1211.8000000;1211.9700000;1163.7500000;1180.0800000;0
20050201;000000;1181.2700000;1212.4600000;1181.0600000;1203.6000000;0
20050301;000000;1205.3200000;1224.7800000;1163.8200000;1182.5300000;0
20050401;000000;1180.5900000;1191.7500000;1136.3700000;1144.6400000;0
20050501;000000;1162.1600000;1199.5000000;1146.1900000;1191.5000000;0
20050601;000000;1191.5000000;1219.6200000;1188.2900000;1191.3300000;0
20050701;000000;1193.0800000;1245.1400000;1183.7300000;1234.1800000;0
20050801;000000;1234.1800000;1245.8400000;1201.1100000;1220.3300000;0
20050901;000000;1220.3300000;1242.9900000;1205.4000000;1228.8100000;0
20051001;000000;1228.9300000;1233.2400000;1168.4600000;1207.0100000;0
20051101;000000;1207.0100000;1270.6000000;1201.1900000;1249.4800000;0
20051201;000000;1251.5100000;1275.7500000;1246.6500000;1248.2900000;0
20060101;000000;1290.1500000;1294.9000000;1259.4700000;1280.0800000;0
20060201;000000;1279.3900000;1297.2200000;1253.6400000;1280.6600000;0
20060301;000000;1282.2200000;1310.6900000;1268.8500000;1295.1900000;0
20060401;000000;1298.0200000;1318.1200000;1281.0100000;1310.6100000;0
20060501;000000;1305.1900000;1326.5200000;1245.5200000;1270.0900000;0
20060601;000000;1270.0500000;1290.5400000;1219.3200000;1270.2000000;0
20060701;000000;1270.8500000;1280.4000000;1224.7700000;1276.6600000;0
20060801;000000;1273.6300000;1306.6900000;1261.3000000;1303.8200000;0
20060901;000000;1303.8200000;1340.0900000;1290.9200000;1335.8500000;0
20061001;000000;1335.8200000;1389.4100000;1327.0900000;1377.9400000;0
20061101;000000;1377.7600000;1406.2000000;1361.0200000;1400.6300000;0
20061201;000000;1400.6300000;1431.6600000;1386.2400000;1418.3000000;0
20070101;000000;1412.8400000;1441.5700000;1405.1300000;1438.2400000;0
20070201;000000;1437.9000000;1461.5800000;1390.5400000;1406.8200000;0
20070301;000000;1406.8000000;1439.3500000;1364.1800000;1420.8600000;0
20070401;000000;1420.8500000;1498.0300000;1416.6400000;1494.0700000;0
20070501;000000;1486.3000000;1535.3600000;1486.1300000;1530.6200000;0
20070601;000000;1533.5700000;1540.5500000;1484.0400000;1503.3500000;0
