20170101;000000;3445.0000000;3582.0000000;3146.5000000;3370.0000000;14018089
20170201;000000;3378.0000000;3405.0000000;3077.5000000;3086.0000000;11423826
20170301;000000;3086.5000000;3158.5000000;2937.0000000;2981.0000000;14617046
20170401;000000;2990.0000000;3065.0000000;2805.0000000;2818.0000000;11437005
20170501;000000;2832.5000000;2917.0000000;2715.0000000;2753.0000000;13783567
20170601;000000;2755.0000000;2915.5000000;2601.0000000;2872.5000000;16757917
20170701;000000;2884.0000000;2985.0000000;2752.0000000;2797.5000000;12445292
20170801;000000;2811.0000000;2974.5000000;2801.0000000;2940.5000000;11421031
20170901;000000;2940.5000000;3085.0000000;2855.5000000;3064.0000000;14286289
20171001;000000;3064.0000000;3134.0000000;2975.5000000;3096.0000000;10852372
20171101;000000;3110.0000000;3420.0000000;3101.5000000;3292.5000000;12778518
20171201;000000;3289.0000000;3473.5000000;3262.5000000;3334.5000000;8922074
20180101;000000;3341.0000000;3985.0000000;3340.0000000;3728.0000000;17703929
20180201;000000;3728.0000000;3899.0000000;3611.5000000;3776.5000000;15014222
20180301;000000;3767.5000000;4004.0000000;3675.5000000;3961.0000000;13846337
20180401;000000;3965.0000000;4243.0000000;3532.5000000;4156.5000000;20505795
20180501;000000;4155.0000000;4453.5000000;4068.0000000;4209.0000000;15279516
20180601;000000;4200.5000000;4355.0000000;4006.0000000;4350.0000000;14582840
20180701;000000;4339.0000000;4488.0000000;4200.0000000;4451.5000000;12667996
20180801;000000;4460.0000000;4738.0000000;4351.5000000;4700.5000000;12686303
20180901;000000;4690.5000000;5042.5000000;4547.0000000;5022.0000000;14155909
20181001;000000;5045.0000000;5115.0000000;4635.5000000;4945.0000000;24087991
20181101;000000;4907.5000000;5192.5000000;4555.0000000;4896.0000000;17804427
20181201;000000;4993.5000000;5342.0000000;4716.5000000;4997.0000000;19947576
20190101;000000;4982.0000000;5300.0000000;4886.5000000;5272.5000000;12349779
